"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","RDataPath","Tags","Notes"
"backbone_Plate1_Specimen_001_E7_E07_055_target_CD64","Infinity Flow analysis of the murine lung at steady state -Well P1_E07",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_E8_E08_056_target_CD66a","Infinity Flow analysis of the murine lung at steady state -Well P1_E08",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_E9_E09_057_target_CD68","Infinity Flow analysis of the murine lung at steady state -Well P1_E09",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_E10_E10_058_target_CD69","Infinity Flow analysis of the murine lung at steady state -Well P1_E10",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_E11_E11_059_target_CD70","Infinity Flow analysis of the murine lung at steady state -Well P1_E11",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_E12_E12_060_target_CD71","Infinity Flow analysis of the murine lung at steady state -Well P1_E12",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_F1_F01_061_target_CD73","Infinity Flow analysis of the murine lung at steady state -Well P1_F01",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_F2_F02_062_target_CD79a","Infinity Flow analysis of the murine lung at steady state -Well P1_F02",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_F3_F03_063_target_CD79b","Infinity Flow analysis of the murine lung at steady state -Well P1_F03",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_F4_F04_064_target_CD80","Infinity Flow analysis of the murine lung at steady state -Well P1_F04",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_F5_F05_065_target_CD81","Infinity Flow analysis of the murine lung at steady state -Well P1_F05",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_F6_F06_066_target_CD83","Infinity Flow analysis of the murine lung at steady state -Well P1_F06",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_F7_F07_067_target_CD84","Infinity Flow analysis of the murine lung at steady state -Well P1_F07",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_F8_F08_068_target_CD86","Infinity Flow analysis of the murine lung at steady state -Well P1_F08",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_F9_F09_069_target_CD88","Infinity Flow analysis of the murine lung at steady state -Well P1_F09",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_F10_F10_070_target_CD90.1","Infinity Flow analysis of the murine lung at steady state -Well P1_F10",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_F11_F11_071_target_CD90.2","Infinity Flow analysis of the murine lung at steady state -Well P1_F11",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_F12_F12_072_target_CD93","Infinity Flow analysis of the murine lung at steady state -Well P1_F12",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_G1_G01_073_target_CD94","Infinity Flow analysis of the murine lung at steady state -Well P1_G01",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_G2_G02_074_target_CD96","Infinity Flow analysis of the murine lung at steady state -Well P1_G02",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_G3_G03_075_target_CD98(4f2)","Infinity Flow analysis of the murine lung at steady state -Well P1_G03",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_G4_G04_076_target_CD103","Infinity Flow analysis of the murine lung at steady state -Well P1_G04",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_G5_G05_077_target_CD105","Infinity Flow analysis of the murine lung at steady state -Well P1_G05",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_G6_G06_078_target_CD106","Infinity Flow analysis of the murine lung at steady state -Well P1_G06",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_G7_G07_079_target_CD107a (Lamp-1)","Infinity Flow analysis of the murine lung at steady state -Well P1_G07",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_G8_G08_080_target_CD107b (Mac-3)","Infinity Flow analysis of the murine lung at steady state -Well P1_G08",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_G9_G09_081_target_CD115","Infinity Flow analysis of the murine lung at steady state -Well P1_G09",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_G10_G10_082_target_CD117 (c-kit)","Infinity Flow analysis of the murine lung at steady state -Well P1_G10",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_G11_G11_083_target_CD120a (TNFr Typ1-p55)","Infinity Flow analysis of the murine lung at steady state -Well P1_G11",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_G12_G12_084_target_CD120b (TNF R Type II-p75)","Infinity Flow analysis of the murine lung at steady state -Well P1_G12",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_H1_H01_085_target_CD121a (IL-1R Type I-p80)","Infinity Flow analysis of the murine lung at steady state -Well P1_H01",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_H2_H02_086_target_CD122","Infinity Flow analysis of the murine lung at steady state -Well P1_H02",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_H3_H03_087_target_CD123","Infinity Flow analysis of the murine lung at steady state -Well P1_H03",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_H4_H04_088_target_CD124","Infinity Flow analysis of the murine lung at steady state -Well P1_H04",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_H5_H05_089_target_CD126 (IL-6R a chain)","Infinity Flow analysis of the murine lung at steady state -Well P1_H05",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_H6_H06_090_target_CD127","Infinity Flow analysis of the murine lung at steady state -Well P1_H06",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_H7_H07_091_target_CD132","Infinity Flow analysis of the murine lung at steady state -Well P1_H07",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_H8_H08_092_target_CD133","Infinity Flow analysis of the murine lung at steady state -Well P1_H08",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_H9_H09_093_target_CD134 (OX-40)","Infinity Flow analysis of the murine lung at steady state -Well P1_H09",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_H10_H10_094_target_CD135","Infinity Flow analysis of the murine lung at steady state -Well P1_H10",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_H11_H11_095_target_CD137","Infinity Flow analysis of the murine lung at steady state -Well P1_H11",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate1_Specimen_001_H12_H12_096_target_CD137L (4-1BB ligand)","Infinity Flow analysis of the murine lung at steady state -Well P1_H12",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate2_Specimen_001_A1_A01_001_target_Blank.1","Infinity Flow analysis of the murine lung at steady state -Well P2_A01",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate2_Specimen_001_A2_A02_002_target_CD138","Infinity Flow analysis of the murine lung at steady state -Well P2_A02",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate2_Specimen_001_A3_A03_003_target_CD140a","Infinity Flow analysis of the murine lung at steady state -Well P2_A03",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate2_Specimen_001_A4_A04_004_target_CD140b","Infinity Flow analysis of the murine lung at steady state -Well P2_A04",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate2_Specimen_001_A5_A05_005_target_CD144","Infinity Flow analysis of the murine lung at steady state -Well P2_A05",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate2_Specimen_001_A6_A06_006_target_CD146","Infinity Flow analysis of the murine lung at steady state -Well P2_A06",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate2_Specimen_001_A7_A07_007_target_CD147","Infinity Flow analysis of the murine lung at steady state -Well P2_A07",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate2_Specimen_001_A8_A08_008_target_CD150(SLAM)","Infinity Flow analysis of the murine lung at steady state -Well P2_A08",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate2_Specimen_001_A9_A09_009_target_CD152","Infinity Flow analysis of the murine lung at steady state -Well P2_A09",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate2_Specimen_001_A10_A10_010_target_CD153","Infinity Flow analysis of the murine lung at steady state -Well P2_A10",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate2_Specimen_001_A11_A11_011_target_CD154","Infinity Flow analysis of the murine lung at steady state -Well P2_A11",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate2_Specimen_001_A12_A12_012_target_CD155(PVR)","Infinity Flow analysis of the murine lung at steady state -Well P2_A12",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate2_Specimen_001_B1_B01_013_target_CD157","Infinity Flow analysis of the murine lung at steady state -Well P2_B01",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate2_Specimen_001_B2_B02_014_target_CD160","Infinity Flow analysis of the murine lung at steady state -Well P2_B02",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate2_Specimen_001_B3_B03_015_target_CD169","Infinity Flow analysis of the murine lung at steady state -Well P2_B03",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate2_Specimen_001_B4_B04_016_target_CD178 (FASL)","Infinity Flow analysis of the murine lung at steady state -Well P2_B04",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
"backbone_Plate2_Specimen_001_B5_B05_017_target_CD179 (VpreB)","Infinity Flow analysis of the murine lung at steady state -Well P2_B05",3.19,NA,"FCS","https://flowrepository.org/id/FR-FCM-Z2LP","Jun 2020","Mus musculus",NA,TRUE,"FlowRepository","Bioconductor Package Maintainer <maintainer@bioconductor.org>","flowSet","Rds","MapfxData/MPC/fcs/mpc_266fcs.Rds","","using flowCore::read.flowSet to read the fcs files; the fcs file containing a subset of cells from the source"
